image_path,label
mnist_folder/zero/zero_0000.png,zero
mnist_folder/zero/zero_0001.png,zero
mnist_folder/zero/zero_0002.png,zero
mnist_folder/zero/zero_0003.png,zero
mnist_folder/zero/zero_0004.png,zero
mnist_folder/zero/zero_0005.png,zero
mnist_folder/zero/zero_0006.png,zero
mnist_folder/zero/zero_0007.png,zero
mnist_folder/zero/zero_0008.png,zero
mnist_folder/zero/zero_0009.png,zero
mnist_folder/zero/zero_0010.png,zero
mnist_folder/zero/zero_0011.png,zero
mnist_folder/zero/zero_0012.png,zero
mnist_folder/zero/zero_0013.png,zero
mnist_folder/zero/zero_0014.png,zero
mnist_folder/zero/zero_0015.png,zero
mnist_folder/zero/zero_0016.png,zero
mnist_folder/zero/zero_0017.png,zero
mnist_folder/zero/zero_0018.png,zero
mnist_folder/zero/zero_0019.png,zero
mnist_folder/zero/zero_0020.png,zero
mnist_folder/zero/zero_0021.png,zero
mnist_folder/zero/zero_0022.png,zero
mnist_folder/zero/zero_0023.png,zero
mnist_folder/zero/zero_0024.png,zero
mnist_folder/zero/zero_0025.png,zero
mnist_folder/zero/zero_0026.png,zero
mnist_folder/zero/zero_0027.png,zero
mnist_folder/zero/zero_0028.png,zero
mnist_folder/zero/zero_0029.png,zero
mnist_folder/zero/zero_0030.png,zero
mnist_folder/zero/zero_0031.png,zero
mnist_folder/zero/zero_0032.png,zero
mnist_folder/zero/zero_0033.png,zero
mnist_folder/zero/zero_0034.png,zero
mnist_folder/zero/zero_0035.png,zero
mnist_folder/zero/zero_0036.png,zero
mnist_folder/zero/zero_0037.png,zero
mnist_folder/zero/zero_0038.png,zero
mnist_folder/zero/zero_0039.png,zero
mnist_folder/zero/zero_0040.png,zero
mnist_folder/zero/zero_0041.png,zero
mnist_folder/zero/zero_0042.png,zero
mnist_folder/zero/zero_0043.png,zero
mnist_folder/zero/zero_0044.png,zero
mnist_folder/zero/zero_0045.png,zero
mnist_folder/zero/zero_0046.png,zero
mnist_folder/zero/zero_0047.png,zero
mnist_folder/zero/zero_0048.png,zero
mnist_folder/zero/zero_0049.png,zero
mnist_folder/zero/zero_0050.png,zero
mnist_folder/zero/zero_0051.png,zero
mnist_folder/zero/zero_0052.png,zero
mnist_folder/zero/zero_0053.png,zero
mnist_folder/zero/zero_0054.png,zero
mnist_folder/zero/zero_0055.png,zero
mnist_folder/zero/zero_0056.png,zero
mnist_folder/zero/zero_0057.png,zero
mnist_folder/zero/zero_0058.png,zero
mnist_folder/zero/zero_0059.png,zero
mnist_folder/zero/zero_0060.png,zero
mnist_folder/zero/zero_0061.png,zero
mnist_folder/zero/zero_0062.png,zero
mnist_folder/zero/zero_0063.png,zero
mnist_folder/zero/zero_0064.png,zero
mnist_folder/zero/zero_0065.png,zero
mnist_folder/zero/zero_0066.png,zero
mnist_folder/zero/zero_0067.png,zero
mnist_folder/zero/zero_0068.png,zero
mnist_folder/zero/zero_0069.png,zero
mnist_folder/zero/zero_0070.png,zero
mnist_folder/zero/zero_0071.png,zero
mnist_folder/zero/zero_0072.png,zero
mnist_folder/zero/zero_0073.png,zero
mnist_folder/zero/zero_0074.png,zero
mnist_folder/zero/zero_0075.png,zero
mnist_folder/zero/zero_0076.png,zero
mnist_folder/zero/zero_0077.png,zero
mnist_folder/zero/zero_0078.png,zero
mnist_folder/zero/zero_0079.png,zero
mnist_folder/zero/zero_0080.png,zero
mnist_folder/zero/zero_0081.png,zero
mnist_folder/zero/zero_0082.png,zero
mnist_folder/zero/zero_0083.png,zero
mnist_folder/zero/zero_0084.png,zero
mnist_folder/zero/zero_0085.png,zero
mnist_folder/zero/zero_0086.png,zero
mnist_folder/zero/zero_0087.png,zero
mnist_folder/zero/zero_0088.png,zero
mnist_folder/zero/zero_0089.png,zero
mnist_folder/zero/zero_0090.png,zero
mnist_folder/zero/zero_0091.png,zero
mnist_folder/zero/zero_0092.png,zero
mnist_folder/zero/zero_0093.png,zero
mnist_folder/zero/zero_0094.png,zero
mnist_folder/zero/zero_0095.png,zero
mnist_folder/zero/zero_0096.png,zero
mnist_folder/zero/zero_0097.png,zero
mnist_folder/zero/zero_0098.png,zero
mnist_folder/zero/zero_0099.png,zero
mnist_folder/one/one_0000.png,one
mnist_folder/one/one_0001.png,one
mnist_folder/one/one_0002.png,one
mnist_folder/one/one_0003.png,one
mnist_folder/one/one_0004.png,one
mnist_folder/one/one_0005.png,one
mnist_folder/one/one_0006.png,one
mnist_folder/one/one_0007.png,one
mnist_folder/one/one_0008.png,one
mnist_folder/one/one_0009.png,one
mnist_folder/one/one_0010.png,one
mnist_folder/one/one_0011.png,one
mnist_folder/one/one_0012.png,one
mnist_folder/one/one_0013.png,one
mnist_folder/one/one_0014.png,one
mnist_folder/one/one_0015.png,one
mnist_folder/one/one_0016.png,one
mnist_folder/one/one_0017.png,one
mnist_folder/one/one_0018.png,one
mnist_folder/one/one_0019.png,one
mnist_folder/one/one_0020.png,one
mnist_folder/one/one_0021.png,one
mnist_folder/one/one_0022.png,one
mnist_folder/one/one_0023.png,one
